urn,local_authority,inspection_link,overall_effectiveness_grade,inspection_framework,inspector_name,inspection_start_date,inspection_end_date,publication_date,local_link_to_all_inspections,impact_of_leaders_grade,help_and_protection_grade,care_and_care_leavers_grade,sentiment_score,sentiment_summary,main_inspection_topics
80566,sunderland,https://files.ofsted.gov.uk/v1/file/50168072,Outstanding,standard,Neil Penswick,28/06/2021,09/07/2021,20/08/21,file:///./80566_sunderland,Outstanding,,,0.21411701361701338,Sentiment positive,"['0.042*""children"" + 0.015*""’"" + 0.013*""services"" + 0.012*""work"" + 0.010*""care"" + 0.009*""people"" + 0.008*""young"" + 0.008*""social"" + 0.007*""quality"" + 0.007*""support""', '0.017*""children"" + 0.010*""services"" + 0.009*""’"" + 0.008*""care"" + 0.006*""young"" + 0.006*""work"" + 0.006*""support"" + 0.005*""people"" + 0.005*""well"" + 0.005*""social""', '0.022*""children"" + 0.014*""’"" + 0.011*""work"" + 0.008*""services"" + 0.006*""care"" + 0.006*""people"" + 0.006*""young"" + 0.006*""social"" + 0.005*""support"" + 0.005*""well""']"
80567,surrey,https://files.ofsted.gov.uk/v1/file/50178857,Requires improvement,standard,Alison Smale,17/01/2022,28/01/2022,09/03/22,file:///./80567_surrey,Requires improvement,Requires improvement,Requires improvement,0.17819684334278243,Sentiment positive,"['0.037*""children"" + 0.014*""’"" + 0.013*""care"" + 0.009*""needs"" + 0.009*""work"" + 0.008*""well"" + 0.008*""services"" + 0.008*""leavers"" + 0.007*""practice"" + 0.006*""support""', '0.014*""children"" + 0.008*""care"" + 0.007*""’"" + 0.006*""leavers"" + 0.006*""needs"" + 0.005*""work"" + 0.005*""local"" + 0.004*""well"" + 0.004*""services"" + 0.004*""families""', '0.039*""children"" + 0.015*""care"" + 0.010*""’"" + 0.010*""well"" + 0.008*""needs"" + 0.008*""local"" + 0.008*""leavers"" + 0.008*""work"" + 0.007*""services"" + 0.007*""progress""']"
80568,swindon,https://files.ofsted.gov.uk/v1/file/50099939,Good,standard,Emmy Tomsett,01/07/2019,12/07/2019,12/08/19,file:///./80568_swindon,Good,,,0.17286438817951433,Sentiment positive,"['0.035*""children"" + 0.013*""care"" + 0.013*""well"" + 0.011*""’"" + 0.009*""Swindon"" + 0.008*""quality"" + 0.008*""leaders"" + 0.006*""plans"" + 0.006*""people"" + 0.005*""services""', '0.028*""children"" + 0.014*""care"" + 0.013*""well"" + 0.008*""’"" + 0.008*""quality"" + 0.008*""plans"" + 0.007*""leaders"" + 0.007*""services"" + 0.007*""Swindon"" + 0.005*""leavers""', '0.027*""children"" + 0.012*""care"" + 0.009*""well"" + 0.008*""’"" + 0.007*""Swindon"" + 0.007*""quality"" + 0.006*""services"" + 0.005*""plans"" + 0.005*""ensure"" + 0.005*""improvement""']"
80569,tameside,https://files.ofsted.gov.uk/v1/file/50088888,Requires improvement,standard,Dominic Stevens,13/05/2019,24/05/2019,01/07/19,file:///./80569_tameside,Requires improvement,,,0.1618984254087882,Sentiment positive,"['0.036*""children"" + 0.012*""’"" + 0.012*""care"" + 0.007*""social"" + 0.007*""work"" + 0.007*""support"" + 0.007*""plans"" + 0.006*""services"" + 0.006*""workers"" + 0.006*""authority""', '0.038*""children"" + 0.017*""care"" + 0.016*""’"" + 0.010*""social"" + 0.007*""work"" + 0.006*""local"" + 0.006*""services"" + 0.006*""authority"" + 0.006*""plans"" + 0.006*""impact""', '0.030*""children"" + 0.011*""care"" + 0.011*""’"" + 0.010*""social"" + 0.008*""local"" + 0.006*""work"" + 0.006*""services"" + 0.005*""help"" + 0.005*""support"" + 0.005*""plans""']"
80570,telford & wrekin,https://files.ofsted.gov.uk/v1/file/50147381,Outstanding,standard,Alison Smale,20/01/2020,31/01/2020,02/03/20,file:///./80570_telford & wrekin,Outstanding,,,0.218591853042157,Sentiment positive,"['0.036*""children"" + 0.018*""care"" + 0.014*""’"" + 0.012*""Children"" + 0.011*""well"" + 0.010*""work"" + 0.007*""social"" + 0.007*""workers"" + 0.007*""support"" + 0.007*""effective""', '0.019*""children"" + 0.009*""’"" + 0.008*""care"" + 0.007*""well"" + 0.007*""families"" + 0.007*""workers"" + 0.007*""work"" + 0.006*""support"" + 0.006*""Children"" + 0.006*""effective""', '0.021*""children"" + 0.016*""’"" + 0.010*""care"" + 0.009*""needs"" + 0.009*""workers"" + 0.008*""well"" + 0.008*""social"" + 0.007*""Children"" + 0.007*""families"" + 0.006*""support""']"
80571,thurrock,https://files.ofsted.gov.uk/v1/file/50135827,Good,standard,Brenda McLaughlin,11/11/2019,22/11/2019,20/12/19,file:///./80571_thurrock,nan,,,0.16404323406478574,Sentiment positive,"['0.031*""children"" + 0.014*""care"" + 0.011*""work"" + 0.008*""’"" + 0.007*""support"" + 0.007*""well"" + 0.006*""carers"" + 0.006*""services"" + 0.005*""need"" + 0.005*""social""', '0.035*""children"" + 0.013*""’"" + 0.013*""care"" + 0.008*""support"" + 0.008*""well"" + 0.007*""people"" + 0.007*""work"" + 0.006*""help"" + 0.006*""social"" + 0.005*""families""', '0.020*""children"" + 0.012*""’"" + 0.009*""care"" + 0.007*""support"" + 0.006*""work"" + 0.006*""well"" + 0.006*""people"" + 0.006*""social"" + 0.005*""young"" + 0.005*""families""']"
80572,torbay,https://files.ofsted.gov.uk/v1/file/50183765,Good,standard,Andy Whippey,21/03/2022,01/04/2022,18/05/22,file:///./80572_torbay,Good,Good,Good,0.21972463309048654,Sentiment positive,"['0.029*""children"" + 0.013*""’"" + 0.011*""care"" + 0.009*""well"" + 0.008*""authority"" + 0.007*""services"" + 0.007*""work"" + 0.007*""local"" + 0.007*""leavers"" + 0.006*""Torbay""', '0.024*""children"" + 0.017*""’"" + 0.011*""care"" + 0.007*""well"" + 0.007*""authority"" + 0.007*""Torbay"" + 0.006*""services"" + 0.006*""social"" + 0.006*""local"" + 0.005*""work""', '0.028*""children"" + 0.013*""’"" + 0.010*""care"" + 0.008*""local"" + 0.007*""work"" + 0.007*""well"" + 0.006*""services"" + 0.006*""Torbay"" + 0.006*""help"" + 0.005*""authority""']"
80573,trafford,https://files.ofsted.gov.uk/v1/file/50206433,Requires improvement,standard,Nick Bennison,21/11/2022,02/12/2022,31/01/23,file:///./80573_trafford,Requires improvement,Requires improvement,Requires improvement,0.15892589178083008,Sentiment positive,"['0.030*""children"" + 0.014*""’"" + 0.011*""care"" + 0.010*""needs"" + 0.010*""work"" + 0.009*""authority"" + 0.009*""services"" + 0.009*""support"" + 0.009*""social"" + 0.008*""child""', '0.040*""children"" + 0.015*""’"" + 0.013*""care"" + 0.011*""support"" + 0.011*""social"" + 0.011*""local"" + 0.009*""work"" + 0.009*""child"" + 0.009*""services"" + 0.008*""service""', '0.026*""children"" + 0.009*""authority"" + 0.009*""support"" + 0.009*""care"" + 0.009*""’"" + 0.009*""services"" + 0.008*""workers"" + 0.008*""social"" + 0.008*""service"" + 0.007*""child""']"
80574,walsall,https://files.ofsted.gov.uk/v1/file/50172854,Good,standard,Julie Knight,04/10/2021,15/10/2021,26/11/21,file:///./80574_walsall,Good,Requires improvement,Good,0.1828766283986703,Sentiment positive,"['0.031*""children"" + 0.015*""’"" + 0.010*""support"" + 0.009*""care"" + 0.008*""services"" + 0.007*""Children"" + 0.006*""workers"" + 0.006*""families"" + 0.005*""work"" + 0.005*""needs""', '0.026*""children"" + 0.021*""’"" + 0.012*""support"" + 0.008*""care"" + 0.008*""Children"" + 0.008*""needs"" + 0.007*""services"" + 0.007*""workers"" + 0.006*""leaders"" + 0.006*""families""', '0.045*""children"" + 0.017*""’"" + 0.012*""care"" + 0.008*""services"" + 0.008*""Children"" + 0.008*""support"" + 0.006*""leaders"" + 0.006*""work"" + 0.006*""social"" + 0.005*""well""']"
80575,warrington,https://files.ofsted.gov.uk/v1/file/50101635,Good,standard,Nick Stacey,08/07/2019,19/07/2019,19/08/19,file:///./80575_warrington,Good,,,0.15895477112942857,Sentiment positive,"['0.035*""children"" + 0.016*""care"" + 0.012*""’"" + 0.007*""social"" + 0.007*""managers"" + 0.006*""support"" + 0.006*""help"" + 0.006*""practice"" + 0.006*""workers"" + 0.006*""well""', '0.025*""children"" + 0.013*""’"" + 0.012*""care"" + 0.008*""workers"" + 0.007*""support"" + 0.007*""social"" + 0.007*""families"" + 0.006*""help"" + 0.005*""services"" + 0.005*""service""', '0.028*""children"" + 0.011*""’"" + 0.010*""care"" + 0.007*""support"" + 0.007*""managers"" + 0.007*""well"" + 0.006*""practice"" + 0.006*""help"" + 0.005*""workers"" + 0.005*""social""']"
80576,warwickshire,https://files.ofsted.gov.uk/v1/file/50176757,Good,standard,Alison Smale,22/11/2021,03/12/2021,01/02/22,file:///./80576_warwickshire,Good,Good,Good,0.18496772924045646,Sentiment positive,"['0.033*""children"" + 0.011*""care"" + 0.008*""services"" + 0.007*""’"" + 0.006*""families"" + 0.006*""well"" + 0.005*""plans"" + 0.005*""needs"" + 0.005*""social"" + 0.005*""help""', '0.037*""children"" + 0.011*""’"" + 0.010*""care"" + 0.009*""services"" + 0.007*""support"" + 0.006*""workers"" + 0.006*""work"" + 0.006*""needs"" + 0.006*""families"" + 0.005*""Warwickshire""', '0.028*""children"" + 0.012*""care"" + 0.012*""services"" + 0.011*""’"" + 0.007*""families"" + 0.006*""work"" + 0.006*""workers"" + 0.006*""support"" + 0.006*""child"" + 0.006*""well""']"
80577,west berkshire,https://files.ofsted.gov.uk/v1/file/50182484,Good,short,Máire Atherton,14/03/2022,18/03/2022,04/05/22,file:///./80577_west berkshire,Good,Good,Good,0.16666175878385175,Sentiment positive,"['0.019*""children"" + 0.013*""’"" + 0.012*""work"" + 0.009*""care"" + 0.007*""social"" + 0.006*""services"" + 0.006*""West"" + 0.006*""local"" + 0.005*""families"" + 0.004*""well""', '0.037*""children"" + 0.011*""care"" + 0.010*""work"" + 0.009*""’"" + 0.007*""social"" + 0.006*""services"" + 0.006*""authority"" + 0.006*""local"" + 0.005*""Berkshire"" + 0.005*""well""', '0.033*""children"" + 0.014*""’"" + 0.011*""work"" + 0.009*""care"" + 0.009*""social"" + 0.007*""local"" + 0.007*""services"" + 0.006*""West"" + 0.006*""Children"" + 0.006*""authority""']"
941,west northamptonshire,https://files.ofsted.gov.uk/v1/file/50200026,Requires improvement,standard,Alison Smale,03/10/2022,14/10/2022,25/11/22,file:///./941_west northamptonshire,Requires improvement,Requires improvement,Requires improvement,0.15877099890159585,Sentiment positive,"['0.039*""children"" + 0.019*""care"" + 0.017*""’"" + 0.011*""services"" + 0.008*""Northamptonshire"" + 0.007*""social"" + 0.007*""leavers"" + 0.006*""support"" + 0.006*""well"" + 0.006*""work""', '0.037*""children"" + 0.021*""care"" + 0.014*""’"" + 0.012*""services"" + 0.009*""leavers"" + 0.007*""authority"" + 0.007*""local"" + 0.007*""work"" + 0.006*""social"" + 0.006*""Northamptonshire""', '0.018*""children"" + 0.010*""’"" + 0.009*""care"" + 0.006*""services"" + 0.005*""leavers"" + 0.005*""authority"" + 0.005*""West"" + 0.004*""support"" + 0.004*""quality"" + 0.004*""workers""']"
80578,west sussex,https://files.ofsted.gov.uk/v1/file/50074949,Inadequate,standard,Linda Steele,25/02/2019,08/03/2019,08/05/19,file:///./80578_west sussex,Inadequate,,,0.10323810871010045,Sentiment positive,"['0.041*""children"" + 0.017*""’"" + 0.013*""care"" + 0.010*""work"" + 0.009*""social"" + 0.008*""quality"" + 0.008*""local"" + 0.007*""practice"" + 0.006*""service"" + 0.006*""authority""', '0.018*""children"" + 0.009*""care"" + 0.009*""’"" + 0.009*""social"" + 0.007*""work"" + 0.006*""quality"" + 0.006*""authority"" + 0.005*""local"" + 0.005*""needs"" + 0.004*""service""', '0.019*""children"" + 0.008*""social"" + 0.008*""care"" + 0.006*""work"" + 0.006*""quality"" + 0.006*""’"" + 0.005*""service"" + 0.005*""local"" + 0.004*""needs"" + 0.004*""managers""']"
80579,wigan,https://files.ofsted.gov.uk/v1/file/50187563,Requires improvement,standard,Lorna Schlechte,09/05/2022,20/05/2022,05/07/22,file:///./80579_wigan,Requires improvement,Requires improvement,Requires improvement,0.14408352030287508,Sentiment positive,"['0.030*""children"" + 0.011*""’"" + 0.010*""care"" + 0.009*""work"" + 0.009*""social"" + 0.008*""local"" + 0.007*""support"" + 0.007*""May"" + 0.007*""plans"" + 0.006*""improvement""', '0.019*""children"" + 0.013*""care"" + 0.009*""’"" + 0.009*""work"" + 0.008*""social"" + 0.006*""authority"" + 0.006*""local"" + 0.006*""practice"" + 0.006*""Wigan"" + 0.005*""support""', '0.027*""children"" + 0.011*""care"" + 0.011*""social"" + 0.011*""’"" + 0.009*""work"" + 0.006*""May"" + 0.006*""leavers"" + 0.006*""improvement"" + 0.006*""practice"" + 0.006*""workers""']"
80580,wiltshire,https://files.ofsted.gov.uk/v1/file/50094565,Good,inspection duration longer than standard framework,Steve Lowe,03/06/2019,19/06/2019,22/07/19,file:///./80580_wiltshire,Good,,,0.1926816013761827,Sentiment positive,"['0.035*""children"" + 0.012*""well"" + 0.010*""care"" + 0.009*""’"" + 0.007*""families"" + 0.007*""good"" + 0.006*""work"" + 0.006*""workers"" + 0.006*""Senior"" + 0.006*""social""', '0.030*""children"" + 0.013*""care"" + 0.009*""well"" + 0.008*""leaders"" + 0.008*""workers"" + 0.008*""’"" + 0.007*""social"" + 0.007*""families"" + 0.006*""needs"" + 0.006*""work""', '0.034*""children"" + 0.011*""care"" + 0.010*""’"" + 0.009*""workers"" + 0.007*""social"" + 0.007*""work"" + 0.007*""well"" + 0.006*""families"" + 0.006*""good"" + 0.006*""leaders""']"
80581,wirral,https://files.ofsted.gov.uk/v1/file/50096454,Requires improvement,standard,Paula Thomson -Jones,17/06/2019,28/06/2019,29/07/19,file:///./80581_wirral,Good,,,0.17193192861560214,Sentiment positive,"['0.044*""children"" + 0.014*""work"" + 0.011*""care"" + 0.009*""improvement"" + 0.008*""quality"" + 0.008*""’"" + 0.007*""practice"" + 0.007*""services"" + 0.007*""good"" + 0.006*""support""', '0.030*""children"" + 0.012*""care"" + 0.011*""work"" + 0.008*""well"" + 0.007*""’"" + 0.007*""improvement"" + 0.006*""needs"" + 0.006*""progress"" + 0.006*""support"" + 0.006*""good""', '0.029*""children"" + 0.011*""work"" + 0.011*""care"" + 0.009*""improvement"" + 0.007*""quality"" + 0.007*""services"" + 0.007*""well"" + 0.007*""good"" + 0.007*""support"" + 0.006*""young""']"
80582,wokingham,https://files.ofsted.gov.uk/v1/file/50092686,Requires improvement,standard,Nigel Parkes,03/06/2019,14/06/2019,15/07/19,file:///./80582_wokingham,Requires improvement,,,0.16336099951207866,Sentiment positive,"['0.019*""children"" + 0.015*""’"" + 0.008*""local"" + 0.008*""care"" + 0.007*""social"" + 0.006*""authority"" + 0.006*""workers"" + 0.005*""families"" + 0.005*""team"" + 0.004*""good""', '0.026*""children"" + 0.019*""care"" + 0.016*""’"" + 0.012*""social"" + 0.007*""local"" + 0.007*""authority"" + 0.006*""workers"" + 0.006*""well"" + 0.006*""good"" + 0.005*""team""', '0.024*""children"" + 0.018*""’"" + 0.012*""care"" + 0.009*""social"" + 0.008*""authority"" + 0.007*""local"" + 0.006*""workers"" + 0.005*""team"" + 0.005*""good"" + 0.005*""leavers""']"
80583,wolverhampton,https://files.ofsted.gov.uk/v1/file/50183766,Good,short,Andy Waugh,28/03/2022,01/04/2022,18/05/22,file:///./80583_wolverhampton,Outstanding,Good,Good,0.18980315383541183,Sentiment positive,"['0.017*""children"" + 0.010*""care"" + 0.010*""’"" + 0.007*""people"" + 0.007*""Children"" + 0.006*""local"" + 0.005*""needs"" + 0.005*""authority"" + 0.005*""services"" + 0.005*""support""', '0.037*""children"" + 0.013*""’"" + 0.010*""care"" + 0.009*""services"" + 0.009*""Children"" + 0.008*""local"" + 0.007*""needs"" + 0.007*""people"" + 0.006*""work"" + 0.006*""authority""', '0.026*""children"" + 0.013*""’"" + 0.010*""care"" + 0.009*""services"" + 0.007*""Children"" + 0.006*""support"" + 0.006*""people"" + 0.006*""needs"" + 0.006*""work"" + 0.005*""young""']"
80584,worcestershire,https://files.ofsted.gov.uk/v1/file/50096455,Requires improvement,standard,Peter McEntee,17/06/2019,28/06/2019,29/07/19,file:///./80584_worcestershire,Requires improvement,,,0.15303240261215728,Sentiment positive,"['0.021*""children"" + 0.016*""care"" + 0.010*""’"" + 0.009*""young"" + 0.008*""people"" + 0.007*""leavers"" + 0.006*""help"" + 0.006*""authority"" + 0.006*""local"" + 0.005*""good""', '0.022*""children"" + 0.016*""care"" + 0.009*""’"" + 0.009*""young"" + 0.008*""people"" + 0.006*""risk"" + 0.006*""help"" + 0.006*""leavers"" + 0.006*""local"" + 0.006*""authority""', '0.029*""children"" + 0.014*""care"" + 0.010*""’"" + 0.009*""people"" + 0.009*""local"" + 0.008*""young"" + 0.007*""leavers"" + 0.007*""authority"" + 0.006*""work"" + 0.006*""help""']"
